id,title,description,current_experience_level,current_job_type,human_experience_level,human_job_type
44,Lot Maintenance Person,"Back Lot Maintenance Person If you have a valid Ontario driver's Licence with lots of energy and a basic knowlege of cars we want to talk to you. Position Details Lot Maintenance Person Job Type Full Time Category General Date Posted May 19, 2023 Location Cambridge, ON Apply Now Job ApplicationPlease leave this field empty. Please leave this field empty. First and Last Name* Email* Phone Number Preferred Contact Method---CallEmailText Upload Resume* Upload Cover Letter Dealer Message Yes, send me exclusive offers and promotions from Galt Chrysler Dodge Ltd and its partners. I can withdraw my consent at any time. By clicking ""Send"" I agree to receive communications and share my personal information with Galt Chrysler Dodge Ltd and its partners. I also agree to the Terms and Conditions and the Privacy Policy. Please mention the word **STAINLESS** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Unknown,Full-time,Unknown,Full-time
49,THE INTROSPECT CIRCLE HOOPS,"Bit by bit, drop by drop, life happens. Mere accidents, most of it. In an ocean of intent and mistakes, all that is left is what you make of it. SLIPSTREAM. Monom is a brand generally knows for itâs geometric shapes. SIA collection is a challenge we took. Stones shaped by water on a beach in Sicily in 2018 planted the seeds of this... Please mention the word **CLARITY** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Unknown,Unknown,Unknown,Unknown
55,THE NEVER ENDING JOURNEY. A ROMANCE WITH PIVOTS OCHOS TURNS AND BOLEOS,"Accents of simmering natural fury, refined spontaneity, contagious humor - all melting together on the dance floor in an ocean of awareness, connection and energy. Experience the process of bringing all this into existence with this collection of lessons, impregnated with Carlitos & Noeliaâs distinctive personality. Please mention the word **DESIRABLE** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Unknown,Unknown,Unknown,Unknown
57,Profesor a para PreparaciÃ³n de Septiembre,"Â¿Buscas un trabajo flexible para finales de verano? En Tusclasesparticulares buscamos profesores/as para preparar a estudiantes de cara a los exÃ¡menes y recuperaciones de septiembre. Comparte tus conocimientos, organiza tu propio horario y gana entre 15 y 30 â¬/hora impartiendo clases particulares. Tareas Impartir clases de refuerzo adaptadas al nivel y necesidades de cada alumno. Ayudar a preparar exÃ¡menes y recuperaciones de septiembre. Resolver dudas y reforzar los contenidos de las distintas asignaturas. Elaborar materiales y ejercicios para consolidar el aprendizaje. Realizar el seguimiento del progreso de los estudiantes. Requisitos FormaciÃ³n en EducaciÃ³n, Magisterio, PedagogÃ­a o en la materia que desees enseÃ±ar. No es necesaria experiencia previa como profesor/a. Capacidad para explicar conceptos de forma clara y motivadora. Compromiso con el aprendizaje de los estudiantes. Beneficios Trabajo ideal para los meses de verano y el inicio del curso escolar. Horario flexible. Posibilidad de impartir clases online, presenciales o en modalidad hÃ­brida. RetribuciÃ³n de 15 a 30 â¬/hora. TÃº decides tu disponibilidad y el nÃºmero de alumnos que quieres atender. Please mention the word **HUMOR** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Unknown,Unknown,Unknown,Unknown
66,Laborer needed,Hiring now: experienced tool & die makerclick on ad to open for full details.call number and ask for jason. Please mention the word **GOOD** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,Unknown,Unknown,Unknown,Unknown
85,UX DESIGNER,"Home About Us Qaledon and her Team The Qaledon NFT Careers Contact For Freelancers FAQ Insights Blog/News/Press Releases Investor Portal Important Info Legal Privacy Statement (UK) Cookie Policy (UK) Terms and Conditions Disclaimer Imprint Contact Home About Us Qaledon and her Team The Qaledon NFT Careers Contact For Freelancers FAQ Insights Blog/News/Press Releases Investor Portal Important Info Legal Privacy Statement (UK) Cookie Policy (UK) Terms and Conditions Disclaimer Imprint Contact Get In Touch Home About Us Qaledon and her Team The Qaledon NFT Careers Contact For Freelancers FAQ Insights Blog/News/Press Releases Investor Portal Important Info Legal Privacy Statement (UK) Cookie Policy (UK) Terms and Conditions Disclaimer Imprint Contact Home About Us Qaledon and her Team The Qaledon NFT Careers Contact For Freelancers FAQ Insights Blog/News/Press Releases Investor Portal Important Info Legal Privacy Statement (UK) Cookie Policy (UK) Terms and Conditions Disclaimer Imprint Contact Get In Touch Brief us contact@cbfg.io Tel. +44 131 507 0301 Our Office 9 Western Harbour View Edinburgh EH6 6PG UK Follow us LinkedIn User Experience Designer Full-time LOCATION Remote and HQ in Edinburgh when required Overview Weâre looking for a UX Designer who thrives on solving complex problems and making digital experiences feel effortless. You care about clarity, usability, and reducing friction â not just shipping pretty screens. This role sits at the heart of how users engage with Caledonia. Youâll shape flows, build systems, and help turn financial services into something people actually enjoy using. If you think like a designer but move like a product builder, we want to talk. What You'll Do Design end-to-end user experiences across web and mobile products Collaborate closely with product managers, engineers, and stakeholders to shape feature direction and UX priorities Translate product requirements into wireframes, prototypes, and detailed visual designs Run user research, usability testing, and iterate based on real feedback Develop and maintain UX patterns and documentation to ensure consistency Help define and evolve the design language and component library Present design decisions clearly and advocate for user needs in every conversation What You'll Bring 3 or more years of experience in UX, interaction design, or product design A strong portfolio that shows how you solve real-world problems through design Proven experience designing digital products, not just landing pages or marketing sites Excellent understanding of design tools like Figma, along with prototyping and handoff workflows Comfortable working alongside engineers and product managers in agile teams Strong communication skills and the ability to explain design thinking clearly A mindset of constant learning, with a sharp eye for detail and improvement About Caledonia Caledonia is a next-generation financial company focused on serving freelancers, creators, and independent professionals. Weâre building adaptive, AI-powered banking infrastructure that challenges the legacy systems of the past. We are not yet a licensed EMI or bank. That is part of what we are building, together. Who Youâll Work With This role reports to the Head of Product and works closely with engineers, fellow designers, and Caledoniaâs co-founders. Youâll be part of the core team shaping our user experience from day one. Apply Now Think youâre a fit? Use the form below to send us your CV and a short note about why youâre interested. We review every application personally. Weâre reviewing applications on a rolling basis. Expect a quick, human response. Interested? Letâs talk. Your Name Email Phone Address What is your expected salary? CV Why this role? Why Caledonia? What should we know about you? User Experience Designer Full-time LOCATION Remote and HQ in Edinburgh when required Remote and HQ in Edinburgh when required Overview Weâre looking for a UX Designer who thrives on solving complex problems and making digital experiences feel effortless. You care about clarity, usability, and reducing friction â not just shipping pretty screens. This role sits at the heart of how users engage with Caledonia. Youâll shape flows, build systems, and help turn financial services into something people actually enjoy using. If you think like a designer but move like a product builder, we want to talk. What You'll Do Design end-to-end user experiences across web and mobile products Collaborate closely with product managers, engineers, and stakeholders to shape feature direction and UX priorities Translate product requirements into wireframes, prototypes, and detailed visual designs Run user research, usability testing, and iterate based on real feedback Develop and maintain UX patterns and documentation to ensure consistency Help define and evolve the design language and component library Present design decisions clearly and advocate for user needs in every conversation What You'll Bring 3 or more years of experience in UX, interaction design, or product design A strong portfolio that shows how you solve real-world problems through design Proven experience designing digital products, not just landing pages or marketing sites Excellent understanding of design tools like Figma, along with prototyping and handoff workflows Comfortable working alongside engineers and product managers in agile teams Strong communication skills and the ability to explain design thinking clearly A mindset of constant learning, with a sharp eye for detail and improvement About Caledonia Caledonia is a next-generation financial company focused on serving freelancers, creators, and independent professionals. Weâre building adaptive, AI-powered banking infrastructure that challenges the legacy systems of the past. We are not yet a licensed EMI or bank. That is part of what we are building, together. Who Youâll Work With This role reports to the Head of Product and works closely with engineers, fellow designers, and Caledoniaâs co-founders. Youâll be part of the core team shaping our user experience from day one. Apply Now Think youâre a fit? Use the form below to send us your CV and a short note about why youâre interested. We review every application personally. Weâre reviewing applications on a rolling basis. Expect a quick, human response. Interested? Letâs talk. Your Name Email Phone Address What is your expected salary? CV Why this role? Why Caledonia? What should we know about you? Weâre looking for a UX Designer who thrives on solving complex problems and making digital experiences feel effortless. You care about clarity, usability, and reducing friction â not just shipping pretty screens. This role sits at the heart of how users engage with Caledonia. Youâll shape flows, build systems, and help turn financial services into something people actually enjoy using. If you think like a designer but move like a product builder, we want to talk. Caledonia is a next-generation financial company focused on serving freelancers, creators, and independent professionals. Weâre building adaptive, AI-powered banking infrastructure that challenges the legacy systems of the past. We are not yet a licensed EMI or bank. That is part of what we are building, together. This role reports to the Head of Product and works closely with engineers, fellow designers, and Caledoniaâs co-founders. Youâll be part of the core team shaping our user experience from day one. Think youâre a fit? Use the form below to send us your CV and a short note about why youâre interested. We review every application personally. Weâre reviewing applications on a rolling basis. Expect a quick, human response. Qaledon, creativity knows no limits, and we are committed to bringing your workâs story to life in ways that resonate and endure. Caledonia Financial Group Ltd. 9 Western Harbour View, Edinburgh EH6 6PG, UK T: +44 131 507 0301 Registered in Scotland SC672887 VAT: GB 365 6918 55 About US Contact Faq MORE INFO Careers Team Newsletter Simple. Safe. Qaledon Copyright Â© CFG 2025. All rights reserved. Qaledon, creativity knows no limits, and we are committed to bringing your workâs story to life in ways that resonate and endure. Caledonia Financial Group Ltd. 9 Western Harbour View, Edinburgh EH6 6PG, UK T: +44 131 507 0301 Registered in Scotland SC672887 VAT: GB 365 6918 55 Qaledon, creativity knows no limits, and we are committed to bringing your workâs story to life in ways that resonate and endure. Caledonia Financial Group Ltd. 9 Western Harbour View, Edinburgh EH6 6PG, UK T: +44 131 507 0301 Registered in Scotland SC672887 VAT: GB 365 6918 55 About US Contact Faq MORE INFO Careers Team Newsletter Simple. Safe. Qaledon Simple. Safe. Qaledon Copyright Â© CFG 2025. All rights reserved. Copyright Â© CFG 2025. All rights reserved. Please mention the word **CRISP** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Unknown,Full-time,Unknown,Full-time
96,Virtual Executive Assistant,"Virtual Executive Assistant (Remote) Work Mode: Remote As a Virtual Executive Assistant , your primary responsibility is to provide high-level administrative support to executives and leadership teams. Your role is essential in managing schedules, coordinating communications, organizing meetings, and ensuring daily operations run smoothly and efficiently. You will play a key part in maintaining organization, improving productivity, and supporting important business decisions. Your professionalism, attention to detail, and ability to manage multiple priorities will contribute directly to the success of both our leadership team and the organization as a whole. Â Job Responsibilities: Â 1) Calendar and Communication Management Manage executive calendars, including scheduling meetings, appointments, and reminders Handle incoming emails and communications, prioritizing and responding when appropriate Maintain clear and professional communication on behalf of executives Coordinate internal and external correspondence 2) Task and Workflow Coordination Track tasks, deadlines, and priorities to ensure timely completion Organize and follow up on action items from meetings and communications Assist in managing day-to-day administrative workflows Ensure all activities are properly documented and tracked 3) Meeting and Travel Support Coordinate meeting logistics including agendas, materials, and virtual setup Take notes during meetings and distribute summaries or action items Arrange travel plans, accommodations, and itineraries when required Ensure all scheduling aligns with executive priorities 4) Documentation and Administrative Support Prepare, format, and organize documents, reports, and presentations Maintain organized digital files and records Assist with data entry and information management tasks Ensure documentation is accurate and easily accessible Â Required Qualifications: Strong verbal and written communication skills in English Previous administrative, executive assistant, or coordination experience preferred Excellent organizational and time management abilities High level of discretion and professionalism when handling sensitive information Ability to multitask and manage competing priorities Comfortable using digital tools, calendars, and collaboration platforms Strong attention to detail and problem-solving skills Self-motivated and able to work independently in a remote environment Adaptable and responsive to changing priorities Â Benefits Package: Competitive compensation based on experience Performance-based incentives and recognition Flexible remote working environment Opportunities for professional growth and advancement Ongoing training and development support Collaborative and supportive team culture Â We are committed to creating a professional and supportive remote environment where you can grow your skills while contributing meaningfully to executive operations. Â Keywords: Executive assistant â¢ Virtual assistant â¢ Remote administration â¢ Calendar management â¢ Executive support â¢ Task coordination â¢ Meeting scheduling â¢ Travel coordination â¢ Document management â¢ Communication support â¢ Time management â¢ Organizational skills â¢ Remote work â¢ Professional support â¢ Business operations â¢ Career growth Â Â Please mention the word **SWANK** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Unknown,Unknown,Unknown,Unknown
107,Nebenberuflicher Job als Assistenz im Finanzbereich (m/w/d),"Flexibel. Sinnvoll. Einfach nebenbei. Du möchtest dir neben deinem Hauptberuf, Studium oder deiner Selbstständigkeit ein zusätzliches Einkommen aufbauen? Du arbeitest gerne organisiert, hast Freude am Umgang mit Menschen und möchtest Teil eines motivierten Teams werden? Dann bist du bei uns genau richtig! Zur Unterstützung unseres Teams suchen wir eine nebenberufliche Assistenz (m/w/d) im Finanzbereich. Vorkenntnisse sind nicht erforderlich – wir arbeiten dich umfassend ein. Aufgaben Deine Aufgaben Unterstützung unserer Finanzberater im Tagesgeschäft. Aufnahme und Pflege von Kunden- und Vertragsdaten. Vorbereitung von Unterlagen für Beratungstermine. Terminvereinbarung und Kommunikation mit Kunden. Organisation und Nachbereitung von Gesprächen. Unterstützung bei administrativen Aufgaben. Digitale Dokumentenverwaltung und Datenpflege. Qualifikation Das bringst du mit Freude am Umgang mit Menschen. Sorgfältige und zuverlässige Arbeitsweise. Organisationsgeschick. Motivation und Lernbereitschaft. Gute Deutschkenntnisse in Wort und Schrift. Sicherer Umgang mit Smartphone und Computer. Erfahrung im Büro- oder Verwaltungsbereich ist von Vorteil, aber keine Voraussetzung. Benefits Das erwartet dich Flexible Arbeitszeiten – ideal neben Beruf, Studium oder Familie. Attraktive, leistungsorientierte Vergütung. Umfassende Einarbeitung – auch für Quereinsteiger. Kostenfreie Schulungen und Weiterbildungen. Moderne digitale Arbeitsweise. Ein hilfsbereites Team mit persönlicher Unterstützung. Möglichkeit, dich fachlich und persönlich weiterzuentwickeln. Das bieten wir dir Bei uns erwartet dich ein flexibler Nebenberuf mit abwechslungsreichen Aufgaben und einem starken Team an deiner Seite. Du kannst dir deine Arbeitszeit weitgehend selbst einteilen und erhältst eine umfassende Einarbeitung. Wenn du möchtest, hast du später die Möglichkeit, dich innerhalb unseres Unternehmens weiterzuentwickeln und zusätzliche Verantwortungsbereiche zu übernehmen. Bewirb dich jetzt! Ganz unkompliziert – ohne langes Anschreiben. Sende uns einfach deine Kontaktdaten und wir lernen uns in einem unverbindlichen Gespräch kennen. Vielleicht ist das genau der Nebenjob, der zu deinem Alltag passt. Find more English Speaking Jobs in Germany on Arbeitnow",Unknown,Unknown,Unknown,Unknown
110,Senior Corporate Law & Corporate Financing Expert (m/f/d),"At Flix, we offer a dynamic work environment with competitive pay, strong growth opportunities, and a tech-driven approach to making travel more accessible, sustainable, and affordable. As Senior Corporate Law & Corporate Financing Expert (m/f/d) , your primary focus will be the legal implementation and further development of our group-wide corporate governance. The role also includes responsibility for the legal aspects of Flix's corporate financing activities, which form a distinct but smaller part of the position. About the Role Responsible for corporate governance topics (rules of procedure, signature regulations, powers of attorney, approval frameworks) Maintain cap table management and equity governance - ensuring a single source of truth and coordination with Finance/Tax/People Coordinate shareholder and committee work (convening, implementation, minutes, written resolutions) as well as managing director/director changes Draft, review and negotiate complex loan and credit agreements (e.g., RCF, term loans, syndicated loans) Supervise the entire financing lifecycle (amendments, refinancings, extensions, reporting undertakings) and coordinate reorganization and M&A consequences About You Fully German-qualified lawyer 8+ years of professional experience with a focus on corporate law, ideally with exposure to financing law, in an international corporate and/or law firm environment Sound practice in the operational negotiation and/or drafting of shareholder agreements Motivation to develop expertise in guarantees, security documents and intercreditor structures where not yet part of the background Business fluent in German and English Strong analytical thinking, confident communication and negotiation skills at C-level and the ability to manage multiple workstreams in parallel Hands-on mentality, high self-motivation and a strong sense for governance risks and solutions We recognize that everyone carries a unique set of valuable skills and experiences. If you think you could have an impact even though you don't meet 100% of the requirements, we still encourage you to apply. We want to hear from you! What We Offer Travel perks : 12 free Flix vouchers + 12 discount vouchers for friends & family. Work from (M)Anywhere : Depending on your role, work from another location for up to 60 days per year. Hybrid work model : We are an office-first company, but we offer flexibility to balance work and life. Wellbeing support : Access confidential 1:1 counselling, courses, and stress management for yourself and up to four family members. Learning & Development : Take advantage of language classes, training courses, and expert-led sessions to grow your skills. Mentoring Program : Connect with experienced colleagues to gain insights and accelerate your career. To view more local benefits specific to each office location, please check out this link: Locations - Flix Career Why Join Flix? At Flix, you'll find teams that rally together to overcome challenges and spark creativity. We believe in ownership culture - giving you the freedom to take initiative, make an impact, and shape your own career path. As we continue to expand across the globe, you can make a real difference in how we work. If you're ready to grow and lead your journey, Flix is the place for you! Find more English Speaking Jobs in Germany on Arbeitnow",Senior,Unknown,Senior,Unknown
113,"Steuerberater (m/w/d) in Lauter, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Lauter Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 015901431130 Aufgaben Wir bringen zusammen, was zusammengehört. Dabei spielt das passende Tätigkeitsprofil natürlich eine entscheidende Rolle. Bei unserer Partnerkanzlei können Sie sich Ihren Aufgabenbereich auf Basis Ihrer persönlichen Stärken und Schwächen selbst zusammenstellen. Erstellung und Review von Jahresabschlüssen Erstellung von Steuererklärungen für Personen- und Kapitalgesellschaften Steuerliche Sonderberatungsprojekte auf Basis individueller Qualifikationen B. in den Bereichen der Erbschaftsteuer oder des Umwandlungssteuerrechts Begleitung von Betriebsprüfungen Teamleitung und Personalverantwortung (optional) Weitere individuell wählbare Tätigkeitsbereiche , die Ihnen Freude bringen Qualifikation Am Ende sollte es für beide Seiten passen. Deshalb wäre es gut, wenn Sie sich in den folgenden Punkten wiederfinden. Kommunikative Art und Freude am Austausch mit Mandanten Sorgfältige , effiziente und gewissenhafte Arbeitsweise Offen für eine digitale Arbeitsweise Führungsverständnis und Verantwortungsbewusstsein gegenüber Mitarbeitern (optional) Ein erfolgreich abgeschlossenes Steuerberaterexamen Leidenschaft für steuerliche Themen Benefits Sie haben genug von 0815 Benefits, von denen Sie nicht wirklich profitieren? Dann sollten Sie einen Blick auf die nachfolgenden Benefits werfen. Außerordentliche Vergütung von 90.000 € bis 130.000 € / Jahr, auf Wunsch auch Partnerperspektive Flexible Gestaltung der Arbeitszeiten sowie die Option auf Home-Office Nettolohnoptimierung mit monatlichen 50,00€ Sachbezugsgutscheinen Umfangreiche Unterstützung bei Weiterbildungsmaßnahmen wie z.B. Fachberater Qualifikationen Modernste Ausstattung mit digitalen Prozessen Starker Teamzusammenhalt und regelmäßige Teamevents Schnell, unkompliziert und effizient Ihren Traumjob finden – ein Versprechen an Sie, dass wir aufgrund unseres selektiven, breit gefächerten und deutschlandweiten Kanzleinetzwerks halten werden. lhre Vorteile mit uns auf einen Blick: Sie führen keine unsinnigen Bewerbungsgespräche mehr, bei denen Sie während des Bewerbungsprozesses merken, dass es (bspw. wegen des Gehalts) sowieso nicht passt - wir klären vor Ihrem Bewerbungsgespräch all Ihre mit uns besprochenen Kriterien mit der Kanzlei ab. Wir führen Ihre Gehaltsverhandlungen und kennen die Gehaltsstrukturen der Branche dabei bestens. 100% Anonymität – solange Sie uns nicht das „Go“ geben und einem Kennenlernen mit Ihrem neuen potentiellen Arbeitgeber zustimmen, erfährt niemand von Ihrem Namen oder Ihren bisherigen Arbeitgebern – Ihre Ihnen wichtigen Kriterien können wir auch zunächst anonym mit unseren Partnerkanzleien klären. Attraktive Kanzleien – die Kanzleien in unserem breit gefächerten Kanzleinetzwerk sind selektiv ausgewählt und heben sich klar von “normalen” Kanzleien ab (z.B. hinsichtlich der Vergütung, Benefits, Hierarchien, Digitalisierungsgrad, Ausstattung etc.). Und das Beste: Unser gesamter Service ist unverbindlich und völlig kostenfrei für Sie. Find Jobs in Germany on Arbeitnow",Unknown,Unknown,Unknown,Unknown
